PLACE, POPULATION, LATITUDE, LONGITUDE, ALTITUDE, THROUGHPUT_REQUIRED_PER_USER
Kunj, 2189, 19.167305936000446, 72.85056733400052, 18.67465591430664, 1
Karhe, 1378, 61.72802003800052, 23.43901013000044, 107.0, 1
Varanwadi, 1054, 19.88453021200047, 73.10494014400052, 113.2605819702148, 1
Vittalnagar, 959, 18.69547780500045, 73.85221894900053, 588.4180297851562, 1
Wehelpada, 2459, 19.858370221000428, 73.0965903010005, 93.7776107788086, 1
Ambeghar (Balapur), 1174, 20.722239455000476, 77.00263153000049, 284.0513916015625, 1
Khuded, 1994, 19.848850119000474, 73.14029030000052, 167.6157379150391, 1
Hanumantpada, 807, 18.460628733000476, 73.85165227300052, 651.7725219726562, 1
Sakhare, 2542, 19.91666943900043, 72.79999632100049, 19.73713302612305, 1
Andhari, 617, 20.266666381000448, 75.4833287080005, 643.9071044921875, 1
Tembholi, 430, 19.776770267000472, 73.1607303290005, 87.90969848632812, 1
Pochade, 1046, 19.65987034200043, 72.88950033500049, 5.840592861175537, 1
Onde, 1321, 19.111389663000466, 72.8356291610005, 7.451347827911377, 1
Man, 1263, 18.681389555000464, 72.88527725400053, 15.62404346466064, 1
Deharje, 2276, 19.756240191000472, 73.03878028000048, 32.51878356933594, 1
Tetawali, 1323, 19.13651966800046, 73.01028966000052, 15.97503757476807, 1
Bandhan, 1474, 18.870138806000455, 73.10265746400052, 21.58255386352539, 1
Khandeghar, 643, 19.767800060000468, 73.03973022600053, 41.47019577026367, 1
Chinchghar, 1749, 19.76908029700047, 73.00282007900051, 30.56912612915039, 1
Bhopoli, 1454, 19.459604201000445, 72.77926642200049, 6.408363342285156, 1
Ghaneghar, 1056, 19.215367673000458, 72.83137004000048, 7.746170520782471, 1
Bangarchole, 459, 19.730910201000427, 72.96294015100051, 16.42099761962891, 1
Shil, 697, 19.025388529000452, 72.8424770520005, 8.90758991241455, 1
Zadapoli, 505, 19.753020198000456, 73.06941024800051, 39.33773422241211, 1
Sajan, 589, 21.009829434000437, 75.5730777440005, 216.2122955322266, 1
Malwade, 2974, 18.98572904900044, 76.04098672300051, 505.0, 1
Kurze, 4724, 19.244699068000443, 73.04246630500052, 6.603175163269043, 1
Mhasaroli, 1494, 19.711880320000432, 72.97853008200053, 23.02722930908203, 1
Shilshet, 708, 19.736000188000446, 72.9592300590005, 14.94758987426758, 1
Shelpada, 537, 19.112807081000426, 72.83801413100053, 13.04648971557617, 1
Potkhal, 905, 19.711360323000463, 73.09932019400048, 57.2021598815918, 1
Jawhar, 128147, 19.91666943900043, 73.23332586900051, 470.8376770019531, 1
Ruighar, 793, 20.118690252000476, 73.22765007900051, 99.04352569580078, 1
Bopdari, 1543, 20.117070113000466, 73.22851033300049, 95.75659942626953, 1
Vavar, 2675, 20.08262007300044, 73.2536701940005, 116.8258285522461, 1
Behadgaon, 1608, 20.666667386000427, 75.23332639300048, 260.9765930175781, 1
Dahul, 267, 20.074700180000434, 73.2373502750005, 347.0636291503906, 1
Dabheri, 2366, 20.074950035000427, 73.2008401810005, 403.6955871582031, 1
Kayari, 1283, 19.89999841800045, 78.89999702000051, 224.0, 1
Dabhlon, 1637, 21.133859861000474, 79.0739500840005, 309.7752685546875, 1
Kirmire, 1313, 21.133859861000474, 79.0739500840005, 309.7752685546875, 1
Barawadpada, 712, 20.056710292000446, 73.13047016000053, 239.8662261962891, 1
Ozar, 2171, 20.10546818500046, 73.90808599200051, 597.4796752929688, 1
Medha, 1477, 17.76666572600044, 73.83332962600053, 714.1071166992188, 1
Sakharshet, 2269, 18.643536554000434, 73.77092758100054, 585.9178466796875, 1
Dadhari, 551, 20.04317009400046, 73.2170600870005, 194.1558227539062, 1
Jambhulmaya, 721, 20.050950111000475, 73.23881025100053, 193.2220306396484, 1
Vangani, 1268, 20.11088570500044, 77.13038955200051, 549.7285766601562, 1
Malghar, 720, 19.166199034000442, 72.9544856120005, 10.99616813659668, 1
Dadar Koprapada, 727, 19.013887597000462, 72.8449296440005, 9.826859474182129, 1
Hateri, 1275, 20.022060227000452, 73.25463010600049, 409.026123046875, 1
Ghiwande, 1932, 19.20774544000045, 73.16104568300051, 45.0, 1
Winwal, 2536, 19.986300053000434, 73.23761009500049, 368.3620300292969, 1
Poyshet, 744, 19.97836022800044, 73.20209016500053, 356.1333923339844, 1
Alyachimet, 713, 19.96762003900045, 73.1893002430005, 439.5525817871094, 1
Chandgaon , 593, 19.109678632000453, 72.83857245500053, 8.003761291503906, 1
Anantnagar , 1067, 18.625315531000467, 73.84293627300053, 589.7178955078125, 1
Shivaji Nagar, 1019, 18.53016697400045, 73.8526284130005, 557.1301879882812, 1
Gorthan, 932, 20.033326087000432, 73.4999992050005, 729.3927612304688, 1
Jamsar, 939, 19.970619651000447, 73.2373395130005, 391.6206970214844, 1
Chandranagar , 334, 21.149209066000424, 79.14777653300052, 290.7681579589844, 1
Suryanagar , 1196, 21.152916737000453, 79.14845597300052, 290.8248901367188, 1
Borale, 1627, 18.97002994200045, 73.1870789730005, 32.0640754699707, 1
Kanadhatti, 0, 21.133859861000474, 79.0739500840005, 309.7752685546875, 1
Pimpalgaon, 1143, 18.733328446000428, 73.9666662940005, 574.765380859375, 1
Khadkhad, 682, 19.956610064000472, 73.23168014100048, 421.1749877929688, 1
Bharasatmet, 479, 18.654835258000446, 73.77703166300051, 590.0, 1
Kuturvihir, 546, 19.941890353000474, 73.21402018900051, 470.4241943359375, 1
Adkhadak, 416, 19.937500102000456, 73.17657011500052, 263.4989929199219, 1
Hade, 1241, 18.991578529000435, 75.7593477150005, 511.5091552734375, 1
Kardhan, 317, 19.199109114000464, 72.95621795900053, 27.10243606567383, 1
Tuljapur, 376, 17.99999702000042, 76.08332796600052, 640.62255859375, 1
Dengachimet, 1445, 19.89999841800045, 73.13332674200052, 170.0939331054688, 1
Kalamvihira, 383, 19.88810007200044, 73.15950027600053, 270.4384155273438, 1
Kasatwadi, 452, 19.922200244000464, 73.16056020000053, 200.5396728515625, 1
Rajewadi, 1553, 18.955208257000436, 72.81873715800049, 12.02879238128662, 1
Zap, 2308, 20.013109381000447, 73.7600491280005, 593.3908081054688, 1
Shivajinagar, 667, 18.53016697400045, 73.8526284130005, 557.1301879882812, 1
Dongarwadi, 872, 19.828360262000444, 73.23184030400051, 295.0956115722656, 1
Pathardi, 1856, 19.166666992000444, 75.18332683000051, 545.1783447265625, 1
Chauk, 1328, 18.899998156000436, 73.23332586900051, 37.23897552490234, 1
Medhe, 355, 18.579019139000422, 73.81713556300053, 554.6576538085938, 1
Khidse, 490, 19.810420202000444, 73.20764035500054, 214.9385833740234, 1
Aine, 908, 19.166666992000444, 74.23332613100052, 799.6104125976562, 1
Manmohadi, 277, 19.80957026900046, 73.23912025600049, 104.6203689575195, 1
Bhuritek, 867, 19.80342000200045, 73.35649035000051, 235.6581115722656, 1
Mokhada, 83453, 19.933326961000432, 73.3333294950005, 381.1156005859375, 1
Swaminagar , 687, 20.021500012000445, 73.31565015400048, 439.2049560546875, 1
Shastrinagar , 590, 19.008447533000435, 72.8539870300005, 6.440695285797119, 1
Brahmagaon, 827, 20.549997239000447, 74.29999671500053, 498.8088684082031, 1
Osarvira, 1036, 20.015620242000466, 72.9258602320005, 94.96329498291016, 1
Kalamgaon, 691, 18.64590263700046, 73.76238844800054, 576.4556274414062, 1
Ghanval, 1419, 20.014910185000474, 73.40784009900051, 282.3428344726562, 1
Dandwal, 972, 21.133859861000474, 79.0739500840005, 309.7752685546875, 1
Nilmati, 601, 19.028706113000453, 72.84007601100052, 13.43815612792969, 1
Hirve, 1780, 19.019939513000452, 72.83612811500052, 11.50685691833496, 1
Chas, 2609, 18.933326699000474, 73.83332962600053, 642.7969970703125, 1
Shirasgaon, 905, 18.491668390000427, 72.96832638400053, 15.91384792327881, 1
Adoshi, 941, 18.75959007700044, 73.33022002400048, 99.74657440185547, 1
Botoshi, 1258, 19.80342000200045, 73.35649035000051, 235.6581115722656, 1
Kurlod, 1394, 19.82613007800046, 73.27109025700048, 307.5072326660156, 1
Kevanale, 821, 19.780920274000437, 73.25207034200054, 123.900016784668, 1
Suryamal, 1196, 19.76666625000047, 73.3333294950005, 477.0195007324219, 1
Dhudgaon, 828, 19.75068003600046, 73.35528022800048, 469.7554931640625, 1
Gomghar, 1527, 19.77149022000043, 73.38481005300054, 418.27392578125, 1
Khodala, 3178, 19.78332827100047, 73.39999557900052, 418.1823425292969, 1
Jogalwadi, 999, 17.724640312000474, 73.30521000400051, 168.5485687255859, 1
Wakadpada, 787, 19.739230146000466, 73.45009008700049, 331.8682861328125, 1
Udhale, 1267, 19.759960248000425, 73.41779015000049, 419.5776977539062, 1
Amale, 263, 18.549677243000474, 73.8178689980005, 577.0, 1
Kashti, 570, 18.54999671400043, 74.58332757200048, 520.0, 1
Kiniste, 1303, 19.73409033000047, 73.4196302470005, 466.2828369140625, 1
Kochale, 1077, 19.728970090000473, 73.44891021800049, 350.4974670410156, 1
Kaduchiwadi, 801, 19.71278008100046, 73.4757001850005, 341.5570678710938, 1
Karegaon, 1048, 19.566667997000422, 74.74999728300048, 510.5591430664062, 1
Pachaghar, 648, 19.739750142000446, 73.4790903060005, 352.7642211914062, 1
Karol, 945, 19.06111985800044, 72.8351382030005, 12.37398147583008, 1
Vada, 178370, 19.649996103000433, 73.13332674200052, 42.04646682739258, 1
Khutal, 549, 19.706630169000448, 72.9671403430005, 28.51902961730957, 1
Pimpalas, 1785, 19.199995535000426, 75.59999885500054, 501.654541015625, 1
Apti, 448, 20.00541956300043, 73.71992618900049, 613.5679931640625, 1
Gorhe, 2303, 19.649996103000433, 73.01666559500052, 26.5212516784668, 1
Avandhe, 629, 19.07622837800045, 72.8361992180005, 12.22879028320312, 1
Abje, 949, 19.60435029800044, 73.05897009800049, 37.59402084350586, 1
Nichole, 689, 19.599760020000474, 73.08064018100049, 59.90097045898438, 1
Bhavehar, 888, 19.00065872400046, 72.81629837500049, 10.03861808776855, 1
Khanivali, 2137, 19.583090233000462, 73.0464503180005, 35.01176452636719, 1
Palsai, 1640, 19.59999654000046, 73.01666559500052, 23.90620994567871, 1
Kalambhai, 1445, 19.55149003100047, 73.01720024400049, 34.1673469543457, 1
Devghar, 1120, 18.500829577000445, 73.84841678700053, 571.5040893554688, 1
Biloshi, 1744, 16.983325738000474, 74.03332787800053, 565.299072265625, 1
Pali, 1567, 19.66666712400047, 73.08332717900049, 43.54440307617188, 1
Kadivali, 328, 17.86666935100044, 73.23332586900051, 232.5917053222656, 1
Harosale, 704, 21.537218635000443, 77.11138773800053, 412.8545837402344, 1
Desai, 422, 19.235119418000465, 72.85864861700048, 17.04463577270508, 1
Sonshiv, 723, 19.660440167000445, 73.18106002400049, 63.44852066040039, 1
Pethranjani, 200, 19.644360136000444, 73.13908017800048, 44.56658172607422, 1
Pimparoli, 991, 19.626450330000466, 73.1689000770005, 57.84422302246094, 1
Tuse, 1548, 19.604210066000462, 73.15076034700053, 60.91674041748047, 1
Ainshet, 670, 19.644360136000444, 73.13908017800048, 44.56658172607422, 1
Gandhare, 1677, 16.69783957100043, 74.22415594500052, 566.714599609375, 1
Kiravali, 338, 19.34953976500043, 72.82036601400051, 8.0, 1
Varale, 913, 18.745049906000474, 73.68293947100051, 623.7985229492188, 1
Mangathane, 967, 19.221199031000424, 72.86821116300052, 28.8757438659668, 1
Kondhale, 2268, 19.510880115000475, 73.1131700410005, 36.77862930297852, 1
Vardha, 8, 21.132506548000435, 79.07023941300054, 311.2303161621094, 1
Met, 989, 20.041906826000456, 73.8499781480005, 612.6080932617188, 1
Ghonsai, 976, 19.47430026100045, 73.06920025700049, 26.2303638458252, 1
Dakivali, 1358, 19.469910009000444, 73.06274034000052, 16.70883369445801, 1
Mangrul, 1941, 19.166666992000444, 73.1499977630005, 29.88765144348145, 1
Akhada, 630, 18.60602574300043, 73.78749669300049, 565.0111083984375, 1
Satronde, 106, 18.629467404000422, 73.8548840310005, 596.911865234375, 1
Pachghar, 563, 19.954169894000472, 73.83230923100052, 570.6980590820312, 1
Varsale, 2542, 18.58954304700046, 73.8234155290005, 557.8451538085938, 1
Gargaon, 2479, 19.83785011000043, 72.81376022000052, 31.91705131530762, 1
Shilottar, 400, 19.002706042000455, 73.1417589940005, 15.59293746948242, 1
Sasane, 880, 18.78443941100045, 72.8666669050005, 14.86254787445068, 1
Umrothe, 506, 19.681280248000462, 73.10951013400052, 49.59134674072266, 1
Thunave, 314, 19.684590288000436, 73.12348028100052, 53.89957809448242, 1
Devali, 544, 21.93332748500046, 74.0833274410005, 72.0, 1
Manivali, 408, 17.970749616000433, 73.86095717400053, 714.255126953125, 1
Dahivali Kumbhiste, 799, 19.256008323000458, 72.85252799400052, 23.93036842346191, 1
Mandava, 942, 17.54999645200047, 73.9833283150005, 786.6435546875, 1
Parali, 1003, 19.71666668700044, 73.2499968890005, 119.6676559448242, 1
Khodade, 180, 19.725770029000444, 73.31185001500052, 193.3334503173828, 1
Tilmal, 493, 19.23388167000047, 73.16567654400052, 23.80694580078125, 1
Dhadhare, 568, 19.24790388800045, 73.0082690750005, 1.792483329772949, 1
Kambare, 1532, 19.57181011600045, 73.18521003100051, 62.73678588867188, 1
Abitghar, 2828, 18.507910317000437, 72.93455033200053, 15.62112236022949, 1
Savarkhand, 737, 19.592120235000436, 73.16135033900053, 69.84586334228516, 1
Kone, 1564, 19.114156652000474, 72.85925606300049, 27.9991397857666, 1
Goleghar, 168, 19.564110181000444, 73.1339200750005, 74.60115814208984, 1
Tilgaon, 944, 19.560500102000447, 73.14187022100049, 65.63053131103516, 1
Devgaon, 1224, 20.01666856500043, 74.2666681720005, 522.7730102539062, 1
Zadkhaire, 408, 19.52970000400046, 73.13375030200052, 40.93064117431641, 1
Mhaswal, 1120, 21.133859861000474, 79.0739500840005, 309.7752685546875, 1
Chendavali, 555, 19.54490020500043, 73.17766029300049, 51.63187026977539, 1
Kuyalu, 844, 21.148606119000476, 79.12167884900049, 304.7361450195312, 1
Palghar, 481236, 19.68332914500047, 72.74999675800052, 10.13799381256104, 1
Ghivali, 2396, 19.847690182000463, 72.69840035300052, 13.22721099853516, 1
Sawarai, 359, 17.950096448000465, 73.94060910600052, 746.8343505859375, 1
Kambode, 878, 19.014387005000458, 73.1050962480005, 5.685953617095947, 1
Kudan, 2334, 19.78332827100047, 73.08332717900049, 48.32173156738281, 1
Dahisar T. Tarapur, 2020, 20.382168593000472, 78.11872973800052, 462.8309020996094, 1
Ambatpada, 950, 19.835100285000465, 72.75659013900048, 17.89480781555176, 1
Mundwali, 879, 19.835100285000465, 72.75659013900048, 17.89480781555176, 1
Salgaon, 2379, 18.468198473000427, 73.85626859000052, 624.7847290039062, 1
Parnali, 986, 19.012488174000453, 72.84225657100052, 8.76205062866211, 1
Akkarpatti, 478, 19.835160080000435, 72.69641005800048, 12.37146472930908, 1
Ranishigaon, 1607, 19.82512033800043, 72.78185001300051, 23.33068466186523, 1
Hanuman Nagar, 1691, 19.301556023000444, 72.8563493210005, 5.605683326721191, 1
Sumadi, 1066, 19.03417624900044, 72.84033974100049, 12.47174549102783, 1
Chinchare, 913, 19.127994025000476, 72.8643950390005, 44.47416687011719, 1
Akegavhan, 784, 19.841040205000468, 72.86340013800049, 31.0068531036377, 1
Nanivali, 3288, 18.903790356000457, 73.25423005400052, 52.1385612487793, 1
Ambedhe, 817, 19.838930322000465, 72.89109022200051, 36.11947631835938, 1
Barhanpur, 3522, 19.84999885500048, 72.93332849000052, 48.71629333496094, 1
Somate, 1761, 19.101200168000446, 72.8470992820005, 16.10012435913086, 1
Mendhwan, 802, 19.65604030500043, 74.36648028000053, 573.9932861328125, 1
Ravate, 927, 18.56550683800043, 73.80745692200048, 556.2422485351562, 1
Khanivade, 966, 19.483326393000425, 72.91666646800053, 7.106363296508789, 1
Shigaon, 4642, 18.491668390000427, 72.96832638400053, 15.91384792327881, 1
Khutad, 602, 19.82512033800043, 72.78185001300051, 23.33068466186523, 1
Kukade, 886, 18.47236960300046, 73.85880636500053, 608.4732055664062, 1
Borsheti, 1949, 19.833327834000443, 72.84999588500051, 28.37712669372559, 1
Kirat, 1717, 19.863236680000455, 75.35429815800052, 589.8702392578125, 1
Gundale, 3409, 18.730907661000458, 76.38513868400054, 635.2064819335938, 1
Mahagaon, 1091, 16.149999685000466, 74.33332975700051, 635.9242553710938, 1
Kambalgaon, 101, 19.758000206000474, 72.7664700740005, 13.77234935760498, 1
Betegaon, 2832, 18.466668609000465, 75.23332639300048, 530.49169921875, 1
Nihe, 2246, 18.956134792000455, 72.8204588150005, 12.47973155975342, 1
Chahade, 2293, 18.468288465000455, 73.85712801400052, 621.6393432617188, 1
Khadkoli, 2126, 18.949561385000436, 72.79756865100052, 47.2199592590332, 1
Tandulwadi, 1829, 17.74999920500045, 76.09999898600051, 485.6900634765625, 1
Rambag, 465, 19.03039658500046, 72.8531591040005, 9.155911445617676, 1
Makunsar, 2500, 19.575030108000476, 72.77628024900054, 14.11144828796387, 1
Vilangi, 1956, 19.594010161000426, 72.73747021100053, 4.344487190246582, 1
Khatali, 92, 19.366669745000422, 73.23332586900051, 23.09414100646973, 1
Dande, 682, 18.416939022000463, 72.9116674120005, 13.41870594024658, 1
Usarani, 1490, 18.584657139000456, 73.81906589100049, 557.974609375, 1
Tighare, 829, 19.594010161000426, 72.73747021100053, 4.344487190246582, 1
Ambodegaon, 358, 19.594010161000426, 72.73747021100053, 4.344487190246582, 1
Agarwadi, 1414, 19.048017021000476, 72.92664658300049, 8.1477632522583, 1
Pargaon, 1597, 18.54999671400043, 74.3666672980005, 532.836669921875, 1
Sonave, 2650, 18.991313819000425, 73.10617820200054, 5.956672668457031, 1
Uchavali, 294, 19.551860186000454, 72.85064011300051, 7.206737518310547, 1
Saphale, 4396, 19.015745885000456, 73.03832667300048, 10.46004295349121, 1
Nagavepada, 642, 19.561520163000466, 72.7749800790005, 8.0, 1
Nagave, 542, 19.561520163000466, 72.7749800790005, 8.0, 1
