Bormal, 20.204200, 72.947290, 36.881504, 1.59819, 74.9878, 2775, 0.540452
Ambeshetgaon, 20.204200, 72.947290, 36.881504, 1.59819, 74.9878, 2775, 0.540452
Vangarje, 19.875370, 72.949050, 56.263557, 1.95814, 71.8904, 2702, 0.532128
Rankol, 19.875530, 72.847740, 27.633806, 1.42501, 76.7996, 2917, 0.526566
Achchhad, 20.212710, 72.876260, 54.987682, 1.93451, 72.0718, 2770, 0.520374
Khandeghar, 19.767800, 73.039730, 41.470196, 1.68367, 74.18, 2919, 0.508256
Khopivali, 19.209930, 73.555640, 161.022858, 3.93443, 62.2278, 2485, 0.500827
Hireghar, 19.280200, 73.298720, 77.482986, 2.35145, 69.215, 2779, 0.498129
Dahivali, 19.255998, 72.852507, 23.951643, 1.35557, 77.6035, 3164, 0.490541
Junnarpada, 19.997870, 72.789240, 27.994869, 1.4318, 76.7236, 3245, 0.472872
Shivaneri, 19.151908, 72.927636, 47.809914, 1.80144, 73.1456, 3151, 0.464269
Murbad, 19.250000, 73.399996, 74.079414, 2.28828, 69.6064, 3004, 0.463425
Kolivali, 19.322410, 73.057910, 26.269062, 1.39931, 77.0914, 3345, 0.460935
Roadvahal, 19.551520, 73.555350, 184.218872, 4.38916, 60.8373, 2697, 0.451148
Vadvali Tarf  Sonale, 19.288870, 73.084921, 21.537714, 1.30985, 78.161, 3503, 0.446252
Chinchavali  Tarf Sonale, 19.288870, 73.084921, 21.537714, 1.30985, 78.161, 3503, 0.446252
Nanivali, 18.903790, 73.254230, 52.138561, 1.88171, 72.4867, 3288, 0.440917
Asnoli, 19.181230, 73.348090, 94.083809, 2.66055, 67.4687, 3068, 0.439822
Raipur, 21.083326, 73.833330, 186.159500, 4.42755, 60.7279, 2782, 0.436577
Dolharpada, 20.148160, 72.835390, 29.095335, 1.45248, 76.4947, 3588, 0.426392
Barhanpur, 19.849999, 72.933328, 48.716293, 1.81825, 73.0046, 3522, 0.414563
Kolimb, 19.273700, 73.281130, 73.087402, 2.26988, 69.7229, 3513, 0.396942
Kalambhe, 19.661470, 73.249120, 68.042816, 2.17635, 70.3332, 3707, 0.379461
Dudhanoli, 19.226850, 73.572750, 157.891617, 3.87361, 62.4284, 3299, 0.378469
Dengachimet, 19.899998, 73.133327, 170.093933, 4.11136, 61.6648, 3334, 0.369915
Vivalvedhe, 19.967630, 72.896670, 85.472595, 2.49998, 68.3431, 3891, 0.351288
Awadhani, 19.967630, 72.896670, 85.472595, 2.49998, 68.3431, 3891, 0.351288
Nadgaon , 17.466668, 73.616669, 49.686630, 1.83625, 72.8555, 4232, 0.344308
Khutghar, 19.445080, 73.352810, 44.833488, 1.74618, 73.6203, 4365, 0.337321
Vaveghar, 19.650720, 73.008100, 47.519417, 1.79605, 73.1911, 4784, 0.305983
Kosbad, 19.743030, 72.956087, 22.135120, 1.32118, 78.0206, 5187, 0.300831
Kheware, 19.245750, 73.578560, 150.588150, 3.73228, 62.9096, 4291, 0.293217
Chinchare, 19.127994, 72.864395, 44.474167, 1.73951, 73.6789, 5403, 0.272733
Zidake, 19.439620, 73.069170, 30.999323, 1.48821, 76.1086, 5680, 0.267988
Bhisenagar, 19.912900, 72.918820, 55.071213, 1.93605, 72.0598, 5582, 0.258186
Bhadane, 19.216739, 72.957167, 33.443035, 1.53397, 75.6303, 6140, 0.246353
Dadhari, 20.043170, 73.217060, 194.155823, 4.58633, 60.2873, 5180, 0.23277
Khadavali, 19.345859, 73.217739, 27.061396, 1.41424, 76.9211, 6878, 0.223673
Jambhulmaya, 20.050950, 73.238810, 193.222031, 4.56774, 60.338, 5489, 0.21985
Kone, 19.114157, 72.859256, 27.999140, 1.43188, 76.7227, 7090, 0.216425
Mandus, 19.226309, 72.970239, 37.414127, 1.60813, 74.8912, 7265, 0.20617
Halapada, 20.061240, 72.926830, 88.139603, 2.54965, 68.0655, 6871, 0.198124
Varwade, 21.356618, 74.884409, 166.170441, 4.03469, 61.9051, 6301, 0.196493
Kolavali, 19.862640, 72.742920, 22.245121, 1.32326, 77.9949, 9697, 0.160864
Arjunali, 19.118858, 72.842741, 27.444984, 1.42146, 76.8396, 10551, 0.145654
Upalat, 20.212780, 72.917200, 33.630684, 1.53748, 75.5944, 10893, 0.138794
Thakarpada, 20.191210, 72.876020, 38.558746, 1.62946, 74.6863, 12664, 0.117951
Ambewadi, 18.957688, 72.806219, 51.589802, 1.87154, 72.5683, 12531, 0.115822
Ambiwali, 19.004078, 73.176599, 28.147074, 1.43466, 76.6916, 14083, 0.108914
Kardhan, 19.199109, 72.956218, 27.102436, 1.41501, 76.9124, 15940, 0.0965024
Ambivali, 19.004078, 73.176599, 28.147074, 1.43466, 76.6916, 28166, 0.0544569
Ghiwande, 19.207745, 73.161046, 45.000000, 1.74927, 73.5932, 126943, 0.0115947
Talasari, 20.099997, 72.916666, 61.302418, 2.05148, 71.1997, 154818, 0.00919786
Pethranjani, 19.644360, 73.139080, 44.566582, 1.74122, 73.6638, 179240, 0.00821957
Ainshet, 19.644360, 73.139080, 44.566582, 1.74122, 73.6638, 179240, 0.00821957
Shahapur, 19.449998, 73.333329, 51.224995, 1.86477, 72.6228, 327216, 0.00443883
Cherpoli, 19.457360, 73.319830, 56.957355, 1.971, 71.793, 324056, 0.0044309
Bhiwandi, 19.299999, 73.066670, 24.204975, 1.36036, 77.5465, 431721, 0.00359244
