Darganhalli , 304,17.6703,75.9114,110,1,247.805,2.7079e+07,3,4,5,6,-1,-1,-1,11.0897,8.39569  
Sidheshwar , 200,17.9449,76.1873,102,0.1,229.665,2.7079e+07,7,-1,-1,-1,-1,-1,-1,0.113392,0.103226  
Katgaon , 3322,17.6199,75.9073,98,0.5,220.785,2.7079e+07,-1,-1,-1,-1,-1,-1,-1,0.0226784,0  
Rohini , 1221,17.6752,75.9672,97.54,0.4,219.772,2.7079e+07,-1,-1,-1,-1,-1,-1,-1,11.0897,8.39569  
Sidharpur , 232,17.6815,75.8441,87.98,0.6,199.099,2.7079e+07,6,-1,-1,-1,-1,-1,-1,11.067,8.32687  
Navi , 1343,17.72,75.8984,78.9,0.9,180.135,2.70789e+07,-1,-1,-1,-1,-1,-1,-1,11.067,8.36128  
Bhavani , 1,17.8776,76.1484,102,0.1,229.665,2.7079e+07,8,-1,-1,-1,-1,-1,-1,0.226784,0.24086  
IN2_0 , 1,17.8104,76.1094,102,0.1,229.665,2.7079e+07,9,-1,-1,-1,-1,-1,-1,2.40391,2.23656  
IN2_1 , 1,17.7431,76.0705,102,0.1,229.665,2.7079e+07,-1,-1,-1,-1,-1,-1,-1,11.0897,8.4301  
