Darganhalli,354,0.9,0.053813,0.0471638
Katgaon,200,0.1,0.0173607,0
NaviPeth,232,0.6,0.0821112,0.0719655
RohiniNagar,3322,0.5,0.000273069,0.000280131
Sidharpur,1343,0.9,0.0141845,0.0124319
SidheshwarPeth,304,1,0.0626638,0.0549211
